Company,Industry,Short Description (< 5 words),Title,Tag,Year,Link
Walmart,E-commerce and retail,Categorize e-commerce products,Semantic Label Representation with an Application on Multimodal Product Categorization,"item classification,NLP",2022,https://medium.com/walmartglobaltech/semantic-label-representation-with-an-application-on-multimodal-product-categorization-63d668b943b7
Doordash,Delivery and mobility,Search food and grocery items,3 Changes to Expand DoorDash’s Product Search Beyond Delivery,search,2022,https://doordash.engineering/2022/05/10/3-changes-to-expand-doordashs-product-search/
Faire,E-commerce and retail,Rank e-commerce items (feature store),Real-time ranking at Faire part 2: the feature store,search,2022,https://craft.faire.com/real-time-ranking-at-faire-part-2-the-feature-store-3f1013d3fe5d
New York Times,Media and streaming,Personalize paywall limits,How The New York Times Uses Machine Learning To Make Its Paywall Smarter,"causality,content personalization,product feature",2022,https://open.nytimes.com/how-the-new-york-times-uses-machine-learning-to-make-its-paywall-smarter-e5771d5f46f8
Linkedin,Social platforms,Predict ad click-through rate,Challenges and practical lessons from building a deep-learning-based ads CTR prediction model,ad ranking / targeting,2022,https://engineering.linkedin.com/blog/2022/challenges-and-practical-lessons-from-building-a-deep-learning-b
Zillow,E-commerce and retail,Identify customers that are likely to convert,"Identifying High-Intent Buyers
",propensity to buy,2022,https://www.zillow.com/tech/identifying-high-intent-buyers/
Netflix,Media and streaming,Recommend content to view,Reinforcement Learning for Budget Constrained Recommendations,recommender system,2022,https://netflixtechblog.com/reinforcement-learning-for-budget-constrained-recommendations-6cbc5263a32a
Walmart,E-commerce and retail,Forecast anomalies in refrigeration ,Forecast Anomalies in Refrigeration with PySpark & Sensor-data,"ops,predictive maintenance",2022,https://medium.com/walmartglobaltech/forecast-anomalies-in-refrigeration-with-pyspark-sensor-data-195f23ae24e2
Stitch Fix,E-commerce and retail,Recommend e-commerce items,Client Time Series Model: a Multi-Target Recommender System based on Temporally-Masked Encoders,recommender system,2022,https://multithreaded.stitchfix.com/blog/2022/10/14/client-time-series-model/
Gojek,Delivery and mobility,Predict estimated time of delivery,How We Estimate Food Debarkation Time With ‘Tensoba’,ETA prediction,2022,https://medium.com/gojekengineering/how-we-estimate-food-debarkation-time-with-tensoba-da05674cb758
Zillow,E-commerce and retail,Extract text features,Incorporating Listing Descriptions into the Zestimate,"NLP,product feature",2022,https://www.zillow.com/tech/incorporating-listing-descriptions-into-the-zestimate/
Etsy,E-commerce and retail,Rank marketplace search results,Deep Learning for Search Ranking at Etsy,search,2022,https://www.etsy.com/uk/codeascraft/deep-learning-for-search-ranking-at-etsy
Walmart,E-commerce and retail,Curate e-commerce product recommendations,Scaling Product Recommendations using Basket Analysis- Part 1,recommender system,2022,https://medium.com/walmartglobaltech/scaling-product-recommendations-using-basket-analysis-part-1-8434d4f8756f
Lyft,Delivery and mobility,Optimize trip price,Pricing at Lyft,pricing,2022,https://eng.lyft.com/pricing-at-lyft-8a4022065f8b
Grammarly,Tech,Correct grammatical errors,Innovating the Basics: Achieving Superior Precision and Recall in Grammatical Error Correction,"NLP,product feature",2022,https://www.grammarly.com/blog/engineering/innovating-the-basics/
Twitter,Social platforms,Recommend accounts to follow,Model-based candidate generation for account recommendations,recommender system,2022,https://blog.twitter.com/engineering/en_us/topics/insights/2022/model-based-candidate-generation-for-account-recommendations
Airbnb,"Travel,E-commerce and retail",Improve customer travel experience,Intelligent Automation Platform: Empowering Conversational AI and Beyond at Airbnb,"NLP,voice interface",2022,https://medium.com/airbnb-engineering/intelligent-automation-platform-empowering-conversational-ai-and-beyond-at-airbnb-869c44833ff2
Swiggy,Delivery and mobility,Flag incorrectly captured locations,Using deep learning to detect dissonance between address text and location,"product feature,ops",2022,https://bytes.swiggy.com/using-deep-learning-to-detect-dissonance-between-address-text-and-location-4b228bc2c3fb
Uber,Delivery and mobility,Verify documents,Uber’s Real-Time Document Check,"product feature,fraud detection,CV",2022,https://www.uber.com/en-GB/blog/ubers-real-time-document-check/
Wayfair,E-commerce and retail,Optimize email sending time and frequency,Nightingale: Scalable Daily Sales Email Sending Decision Model,content personalization,2022,https://www.aboutwayfair.com/careers/tech-blog/nightingale-scalable-daily-email-sending-decision-model
Didact AI,Fintech and banking,Predict stock prices,Didact AI: The anatomy of an ML-powered stock picking engine,"pricing,product feature",2022,https://principiamundi.com/posts/didact-anatomy
Wayfair,E-commerce and retail,Identify specific entities within a text,Wayfair’s New Approach to Aspect Based Sentiment Analysis Helps Customers Easily Find “Long Tail” Products,"search,item classification",2022,https://www.aboutwayfair.com/careers/tech-blog/wayfairs-new-approach-to-aspect-based-sentiment-analysis-helps-customers-easily-find-long-tail-products
Oda,Delivery and mobility,Predict driver's non-driving time,How we went from zero insight to predicting service time with a machine learning model — Part 2/2,"ETA prediction,ops",2022,https://medium.com/oda-product-tech/how-we-went-from-zero-insight-to-predicting-service-time-with-a-machine-learning-model-part-2-2-ad8b0c3e4838
Wayfair,E-commerce and retail,"Predict intent in customer support messages
",Building Wayfair’s First Virtual Assistant: Automating Customer Service by Text Based Intent Prediction,"NLP,customer support",2022,https://www.aboutwayfair.com/careers/tech-blog/building-wayfairs-first-virtual-assistant-automating-customer-service-by-text-based-intent-prediction
Linkedin,Social platforms,Estimate the impact of product changes,Ocelot: Scaling observational causal inference at LinkedIn,causality,2022,https://engineering.linkedin.com/blog/2022/ocelot--scaling-observational-causal-inference-at-linkedin
Grab,"Delivery and mobility,Banking and finance",Detect fraud with graph models,Graph for fraud detection,fraud detection,2022,https://engineering.grab.com/graph-for-fraud-detection
Lyft,Delivery and mobility,Make causally valid forecasts,Causal Forecasting at Lyft (Part 1),"causality,demand forecasting",2022,https://eng.lyft.com/causal-forecasting-at-lyft-part-1-14cca6ff3d6d
Glassdoor,Social platforms,Recommend interesting posts to users ,Personalized Fishbowl Recommendations with Learned Embeddings: Part 2,recommender system,2022,https://medium.com/glassdoor-engineering/personalized-fishbowl-recommendations-with-learned-embeddings-part-2-78a16b04d396
Netflix,Media and streaming,Improve video quality at scale,For your eyes only: improving Netflix video quality with neural networks,"ops,product feature",2022,https://netflixtechblog.com/for-your-eyes-only-improving-netflix-video-quality-with-neural-networks-5b8d032da09c
Glassdoor,Social platforms,Recommend interesting posts to users ,Personalized Fishbowl Recommendations with Learned Embeddings: Part 1,recommender system,2022,https://medium.com/glassdoor-engineering/personalized-fishbowl-recommendations-with-learned-embeddings-part-1-6031abe84661
Dailymotion,Media and streaming,Recommend diversified video content,Optimizing video feed recommendations with diversity: Machine Learning first steps,recommender system,2022,https://medium.com/dailymotion/optimizing-video-feed-recommendations-with-diversity-machine-learning-first-steps-4cf9abdbbffd
Siemens Healthineers,Tech,Optimize software testing,Using Machine Learning for Fast Test Feedback to Developers and Test Suite Optimization,ops,2022,https://www.infoq.com/articles/machine-learning-test-feedback-optimization/
Lyft,Delivery and mobility,Make causally valid forecasts,Causal Forecasting at Lyft (Part 2),"causality,demand forecasting",2022,https://eng.lyft.com/causal-forecasting-at-lyft-part-2-418f1febca5a
Linkedin,Social platforms,Deliver more relevant job recommendations,Improving job matching with machine-learned activity features,recommender system,2022,https://engineering.linkedin.com/blog/2022/improving-job-matching-with-machine-learned-activity-features-
Cookidoo,E-commerce and retail,Personalize recipe recommendations,Building A Recipe Recommender System For the Thermomix on Cookidoo – Part 1,recommender system,2022,https://www.alexanderthamm.com/de/blog/building-a-recipe-recommender-system-for-the-thermomix-on-cookidoo/
Linkedin,Social platforms,Improve ML model performance with multitask learning,Applying multitask learning to AI models at LinkedIn,"search,ops",2022,https://engineering.linkedin.com/blog/2022/applying-multitask-learning-to-ai-models-at-linkedin
Netflix,Media and streaming,Apply causality in experiments and marketing,A Survey of Causal Inference Applications at Netflix,causality,2022,https://netflixtechblog.com/a-survey-of-causal-inference-applications-at-netflix-b62d25175e6f
Pinterest,Social platforms,Recommend bids for advertizers,Advertiser Recommendation Systems at Pinterest,"recommender system,ad ranking / targeting",2021,https://medium.com/pinterest-engineering/advertiser-recommendation-systems-at-pinterest-ccb255fbde20
Grubhub,Delivery and mobility,Forecast volume order,“I See Tacos In Your Future”: Order Volume Forecasting at Grubhub,demand forecasting,2021,https://bytes.grubhub.com/i-see-tacos-in-your-future-order-volume-forecasting-at-grubhub-44d47ad08d5b
Slack,Tech,Detect spam invites,Blocking Slack Invite Spam With Machine Learning,spam / content moderation,2021,https://slack.engineering/blocking-slack-invite-spam-with-machine-learning/
Faire,E-commerce and retail,Search and navigate marketplace items,Building Faire’s new marketplace ranking infrastructure,search,2021,https://craft.faire.com/building-faires-new-marketplace-ranking-infrastructure-a53bf938aba0
Doordash,E-commerce and retail,Predict delivery supply and demand,Managing Supply and Demand Balance Through Machine Learning,demand forecasting,2021,https://doordash.engineering/2021/06/29/managing-supply-and-demand-balance-through-machine-learning/
OLX,E-commerce and retail,Recommend e-commerce items,Item2Vec: Neural Item Embeddings to enhance recommendations,recommender system,2021,https://tech.olx.com/item2vec-neural-item-embeddings-to-enhance-recommendations-1fd948a6f293
Dropbox,Tech,Search by image content ,How image search works at Dropbox,"search,CV",2021,https://dropbox.tech/machine-learning/how-image-search-works-at-dropbox
Scribd,Media and streaming,Extract metadata from documents,Information Extraction at Scribd,NLP,2021,https://tech.scribd.com/blog/2021/information-extraction-at-scribd.html
Microsoft,Tech,Rank customer support cases,ML and customer support (Part 1): Using Machine Learning to enable world-class customer support,"customer support,ops",2021,https://medium.com/data-science-at-microsoft/ml-and-customer-support-part-1-using-machine-learning-to-enable-world-class-customer-support-c90b3b02f6a3
Stitch Fix,E-commerce and retail,Recommend e-commerce inventory,"Algorithm-Assisted Inventory Curation
",recommender system,2021,https://multithreaded.stitchfix.com/blog/2021/05/12/algorithm-assisted-inventory-curation/
Twitter,Social platforms,Forecast resource usage and cost,Forecasting SQL query resource usage with machine learning,ops,2021,https://blog.twitter.com/engineering/en_us/topics/insights/2021/forecasting-sql-query-resource-usage-with-machine-learning
Google,Tech,Suggest past photos to look at,A snapshot of AI-powered reminiscing in Google Photos,"CV,product feature",2021,https://medium.com/people-ai-research/a-snapshot-of-ai-powered-reminiscing-in-google-photos-5a05d2f2aa46
Uber,Delivery and mobility,Identify cash intermediaries ,Applying Machine Learning in Internal Audit with Sparsely Labeled Data,ops,2021,https://www.uber.com/en-GB/blog/ml-internal-audit/
Microsoft,Tech,Cluster customer support issues by similarity,ML and customer support (Part 2): Leveraging topic modeling to identify the top investment areas in support cases,"NLP,customer support,ops",2021,https://medium.com/data-science-at-microsoft/ml-and-customer-support-part-2-leveraging-topic-modeling-to-identify-the-top-investment-areas-in-f0348382c251
Gousto,Delivery and mobility,Recommend food items and recipes,Gousto R-series vol 1: Three tales of the Rouxcommender family,recommender system,2021,https://medium.com/gousto-engineering-techbrunch/gousto-r-series-vol-1-three-tales-of-the-rouxcommender-family-a3555a93edea
Apple,Tech,Recognize people in photos,Recognizing People in Photos Through Private On-Device Machine Learning,"CV,product feature",2021,https://machinelearning.apple.com/research/recognizing-people-photos
Pinterest,Social platforms,Find lookalike users for ad targeting,The machine learning behind delivering relevant ads,ad ranking / targeting,2021,https://medium.com/pinterest-engineering/the-machine-learning-behind-delivering-relevant-ads-8987fc5ba1c0
Pinterest,Social platforms,Detect spam users,Fighting Spam using Clustering and Automated Rule Creation,spam / content moderation,2021,https://medium.com/pinterest-engineering/fighting-spam-using-clustering-and-automated-rule-creation-1c01d8c11a05
PayPal,Fintech and banking,Detect payment fraud ,Deploying Large-scale Fraud Detection Machine Learning Models at PayPal,fraud detection,2021,https://medium.com/paypal-tech/machine-learning-model-ci-cd-and-shadow-platform-8c4f44998c78
Datto,Tech,Predict hard drive failures,Predicting Hard Drive Failure with Machine Learning,"ops,product feature",2021,https://datto.engineering/post/predicting-hard-drive-failure-with-machine-learning
Bumble,Social platforms,Detect rude messages,Multilingual message content moderation at scale (part 2),"spam / content moderation,NLP",2021,https://medium.com/bumble-tech/multilingual-message-content-moderation-at-scale-7ea562e29e25
Nextdoor,Social platforms,Send relevant and timely updates,Nextdoor Notifications: How we use ML to keep neighbors informed,content personalization,2021,https://engblog.nextdoor.com/nextdoor-notifications-how-we-use-ml-to-keep-neighbors-informed-57d8f707aab0?gi=85c7ad8c8658
Dropbox,Tech,Identify best time for renewal charge,Optimizing payments with machine learning,ops,2021,https://dropbox.tech/machine-learning/optimizing-payments-with-machine-learning
Swiggy,Delivery and mobility,Rank restaurants in search,Learning To Rank Restaurants,search,2021,https://bytes.swiggy.com/learning-to-rank-restaurants-c6a69ba4b330
Brex,Fintech and banking,Classify bank transactions,How We Built a (Mostly) Automated System to Solve Credit Card Merchant Classification,item classification,2021,https://medium.com/brexeng/how-we-built-a-mostly-automated-system-to-solve-credit-card-merchant-classification-f9108029e59b
Grammarly,Tech,Capture what readers pay attention to,ATTN: How Grammarly’s NLP/ML Team Figured Out Where Readers Focus in an Email,"NLP,product feature",2021,https://www.grammarly.com/blog/engineering/readers-attention/
Doordash,Delivery and mobility,Extract information from images,How DoorDash Quickly Spins Up Multiple Image Recognition Use Cases,"CV,ops",2021,https://doordash.engineering/2021/11/03/how-doordash-quickly-spins-up-multiple-image-recognition-use-cases/
Apple,Tech,Identify best user experience,Interpretable Adaptive Optimization,content personalization,2021,https://machinelearning.apple.com/research/interpretable-adaptive-optimization
Airbnb,"Travel,E-commerce and retail",Data privacy and security,"Automating Data Protection at Scale, Part 2",ops,2021,https://medium.com/airbnb-engineering/automating-data-protection-at-scale-part-2-c2b8d2068216
Capital One,Fintech and banking,Identify suspicious account activity,How Machine Learning Can Help Fight Money Laundering,fraud detection,2021,https://www.capitalone.com/tech/machine-learning/how-machine-learning-can-help-fight-money-laundering/
Wayfair,E-commerce and retail,Assign color names to products,From RGB to Descriptive Color Names: Wayfair's in-house color algorithms to improve customer shopping experience.,item classification,2021,https://www.aboutwayfair.com/careers/tech-blog/from-rgb-to-descriptive-color-names-wayfairs-in-house-color-algorithms-to-improve-customer-shopping-experience
Capital One,Fintech and banking,Automate incident management ,"Automated detection, diagnosis & remediation of app failure",ops,2021,https://www.capitalone.com/tech/machine-learning/automated-detection-diagnosis-remediation-of-application-failure/
Pinterest,Social platforms,Detect policy-violating comments,How Pinterest powers a healthy comment ecosystem with machine learning,"NLP,spam / content moderation",2021,https://medium.com/pinterest-engineering/how-pinterest-powers-a-healthy-comment-ecosystem-with-machine-learning-9e5c3414c8ad
Spotify,Media and streaming,"Personalize homepage content (podcasts, playlist, music)",The Rise (and Lessons Learned) of ML Models to Personalize Content on Home (Part I),recommender system,2021,https://engineering.atspotify.com/2021/11/the-rise-and-lessons-learned-of-ml-models-to-personalize-content-on-home-part-i/
Stitch Fix,E-commerce and retail,Recommend looks,Stitching together spaces for query-based recommendations,"recommender system,product feature,CV",2021,https://multithreaded.stitchfix.com/blog/2021/08/13/stitching-together-spaces-for-query-based-recommendations/
Ocado ,E-commerce and retail,Forecast e-commerce grocery demand,Finding the sweet spot,demand forecasting,2021,https://careers.ocadogroup.com/blogs/careers-blogs/our-technologies/finding-the-sweet-spot
Walmart,E-commerce and retail,Categorize e-commerce products,Deep Learning: Product Categorization and Shelving,item classification,2021,https://medium.com/walmartglobaltech/deep-learning-product-categorization-and-shelving-630571e81e96
Walmart,E-commerce and retail,Recommend learning content,"Mozrt, a Deep Learning Recommendation System Empowering Walmart Store Associates with a Personalized Learning Experience",recommender system,2021,https://medium.com/walmartglobaltech/mozrt-a-deep-learning-recommendation-system-empowering-walmart-store-associates-with-a-5d42c08d88da
Walmart,E-commerce and retail,Identify refrigeration defrost,Predicting Defrost in Refrigeration Cases at Walmart using Fourier Transform,"ops,predictive maintenance",2021,https://medium.com/walmartglobaltech/predicting-defrost-in-refrigeration-cases-at-walmart-using-fourier-transform-e64c0c59323
New York Times,Media and streaming,Recommend content to read,Machine Learning and Reader Input Help Us Recommend Articles,recommender system,2021,https://open.nytimes.com/we-recommend-articles-with-a-little-help-from-our-friends-machine-learning-and-reader-input-e17e85d6cf04
Mercado Libre,E-commerce and retail,Forecast demand for e-commerce items,Marketplace Forecasting: Sales or Demand? Why not both? Let’s find out!,demand forecasting,2021,https://medium.com/mercadolibre-tech/global-time-series-forecasting-models-for-item-level-demand-and-sales-forecasts-in-our-marketplace-aee2956957ae
Swiggy,Delivery and mobility,Rank food dishes in search,Using Deep Learning for Ranking in Dish Search,"recommender system,search",2021,https://bytes.swiggy.com/using-deep-learning-for-ranking-in-dish-search-4df2772dddce
PayPal,Fintech and banking,Recommend financial products,Cross-Selling Optimization Using Deep Learning,propensity to buy,2021,https://medium.com/paypal-tech/a-deep-learning-based-approach-to-optimizing-actions-e1ae9d1df152
Wayfair,E-commerce and retail,Automate ads placement and bidding,Evolution of Ads Bidding at Wayfair,ad ranking / targeting,2021,https://www.aboutwayfair.com/careers/tech-blog/evolution-of-ads-bidding-at-wayfair
Capital One,Fintech and banking,Improve cardholder experience,Improving Virtual Card Numbers with Edge Machine Learning,product feature,2021,https://www.capitalone.com/tech/machine-learning/edge-machine-learning-eno-virtual-card-numbers/
Shopify,E-commerce and retail,Categorize e-commerce products,Using Rich Image and Text Data to Categorize Products at Scale,"item classification,NLP,CV",2021,https://shopify.engineering/using-rich-image-text-data-categorize-products
Scribd,Media and streaming,Recommend content to read,Embedding-based Retrieval at Scribd,recommender system,2021,https://tech.scribd.com/blog/2021/embedding-based-retrieval-scribd.html
Swiggy,Delivery and mobility,Detect fraud in online food delivery,DeFraudNet: An End-to-End Weak Supervision Framework to Detect Fraud in Online Food Delivery,fraud detection,2021,https://bytes.swiggy.com/defraudnet-an-end-to-end-weak-supervision-framework-to-detect-fraud-in-online-food-delivery-22366ddce461
Amazon,E-commerce and retail,Predict coordinates of delivery location,Using learning-to-rank to precisely locate where to deliver packages,ops,2021,https://www.amazon.science/blog/using-learning-to-rank-to-precisely-locate-where-to-deliver-packages
PayPal,Fintech and banking,Predict declined transactions,Using Machine Learning to Improve Payment Authorization Rate,"product feature,ops",2021,https://medium.com/paypal-tech/using-machine-learning-to-improve-payment-authorization-rates-bc3b2cbf4999
Stripe,Fintech and banking,Detect fraud in online payments,A primer on machine learning for fraud detection,fraud detection,2021,https://stripe.com/en-mx/guides/primer-on-machine-learning-for-fraud-protection
Slack,Tech,Predict Slack connect invites,Email Classification,product feature,2021,https://slack.engineering/email-classification/
Wayfair,E-commerce and retail,Recommend furniture items,MARS: Transformer Networks for Sequential Recommendation,recommender system,2021,https://www.aboutwayfair.com/careers/tech-blog/mars-transformer-networks-for-sequential-recommendation
Grammarly,Tech,Detect grammatical errors,"Grammatical Error Correction: Tag, Not Rewrite","product feature,NLP,generative AI",2021,https://www.grammarly.com/blog/engineering/gec-tag-not-rewrite/
Nordstrom,E-commerce and retail,Generate outfit combinations,AI-Created Outfits,"product feature,recommender system,CV",2021,https://medium.com/tech-at-nordstrom/ai-created-outfits-9529300a1af3
Doordash,Delivery and mobility,Deliver orders on time,Using ML and Optimization to Solve DoorDash’s Dispatch Problem,"ops,ETA prediction",2021,https://doordash.engineering/2021/08/17/using-ml-and-optimization-to-solve-doordashs-dispatch-problem/
Zillow,E-commerce and retail,Recommend similar homes ,Improving Recommendation Quality by Tapping into Listing Text,"recommender system,NLP",2021,https://www.zillow.com/tech/improve-quality-listing-text/
Lifen,Tech,Recognize PDF layout,Fast graph-based layout detection,product feature,2021,https://medium.com/lifen-engineering/fast-graph-based-layout-detection-19fc7ab11b17
PayPal,Fintech and banking,Prevent repeated payment fraud,How PayPal Uses Real-time Graph Database and Graph Analysis to Fight Fraud,fraud detection,2021,https://medium.com/paypal-tech/how-paypal-uses-real-time-graph-database-and-graph-analysis-to-fight-fraud-96a2b918619a
Bumble,Social platforms,Detect rude messages,Multilingual message content moderation at scale (part 1),"spam / content moderation,NLP",2021,https://medium.com/bumble-tech/multilingual-message-content-moderation-at-scale-ddd0da1e23ed
Spotify,Media and streaming,"Personalize homepage content (podcasts, playlist, music)",The Rise (and Lessons Learned) of ML Models to Personalize Content on Home (Part II),recommender system,2021,https://engineering.atspotify.com/2021/11/the-rise-and-lessons-learned-of-ml-models-to-personalize-content-on-home-part-ii/
Swiggy,Delivery and mobility,Estimate travel distance,Learning to Predict Two-Wheeler Travel Distance,"ops,ETA prediction",2021,https://bytes.swiggy.com/learning-to-predict-two-wheeler-travel-distance-752d836d741d
Expedia,"Travel,E-commerce and retail",Personalize travel search results,Personalized Ranking Model for Lodging,search,2021,https://medium.com/expedia-group-tech/personalized-ranking-model-for-lodging-5be43ae975fe
Scribd,Media and streaming,Classify documents,Categorizing user-uploaded documents,item classification,2021,https://tech.scribd.com/blog/2021/categorizing-user-uploaded-documents.html
Meta,Social platforms,Personalize the newsfeed content,How machine learning powers Facebook’s News Feed ranking,content personalization,2021,https://engineering.fb.com/2021/01/26/ml-applications/news-feed-ranking/
Google,Tech,Correct grammatical errors,"Grammar Correction as You Type, on Pixel 6","product feature,NLP,generative AI",2021,https://ai.googleblog.com/2021/10/grammar-correction-as-you-type-on-pixel.html
Nubank,Fintech and banking,Predict conversions and attract new customers,Beyond prediction machines,"propensity to buy,causality",2021,https://building.nubank.com.br/beyond-prediction-machines/
Grammarly,Tech,Correct grammatical errors,Adversarial Grammatical Error Correction,"NLP,product feature,generative AI",2021,https://www.grammarly.com/blog/engineering/adversarial-grammatical-error-correction
Scribd,Media and streaming,Classify user-uploaded documents,Identifying Document Types at Scribd,"CV,item classification,product feature",2021,https://tech.scribd.com/blog/2021/identifying-document-types.html
Oda,Delivery and mobility,Predict driver's non-driving time,How we went from zero insight to predicting service time with a machine learning model — Part 1,"ETA prediction,ops",2021,https://medium.com/oda-product-tech/how-we-went-from-zero-insight-to-predicting-service-time-with-a-machine-learning-model-part-1-516b9545d02f
Mercado Libre,E-commerce and retail,Predict customer engagement and LTV,Causal Inference — Estimating Long-term Engagement,causality,2021,https://medium.com/mercadolibre-tech/causal-inference-estimating-long-term-engagement-fac517929073
Dailymotion,Media and streaming,Target contextual advertising,How Deep Learning can boost Contextual Advertising Capabilities,ad ranking / targeting,2021,https://medium.com/dailymotion/how-deep-learning-can-boost-contextual-advertising-capabilities-c9ca7c8fc4e9
Wayfair,E-commerce and retail,Optimize digital ads,Building Scalable and Performant Marketing ML Systems at Wayfair,"propensity to buy,ad ranking / targeting",2021,https://www.aboutwayfair.com/careers/tech-blog/building-scalable-and-performant-marketing-ml-systems-at-wayfair
Wayfair,E-commerce and retail,Show relevant content to new customers,Share of Voice Optimization Engine,content personalization,2021,https://www.aboutwayfair.com/careers/tech-blog/share-of-voice-optimization-engine
Wayfair,E-commerce and retail,Optimize paid media marketing,Contextual Bandit for Marketing Treatment Optimization,ad ranking / targeting,2021,https://www.aboutwayfair.com/careers/tech-blog/contextual-bandit-for-marketing-treatment-optimization
Microsoft,Tech,Classify cloud workload types,How we used ML — and heuristic data labeling — to help customers with their cloud migration,ops,2021,https://medium.com/data-science-at-microsoft/how-we-used-ml-and-heuristic-data-labeling-to-help-customers-with-their-cloud-migration-d3af7ff020fc
Github,Tech,Help users find contribution opportunities,How we built the good first issues feature,product feature,2020,https://github.blog/2020-01-22-how-we-built-good-first-issues/
Linkedin,Social platforms,Serve personalized learning recommendations,"A closer look at the AI behind course recommendations on LinkedIn Learning, Part 1",recommender system,2020,https://engineering.linkedin.com/blog/2020/course-recommendations-ai-part-one
Bumble,Social platforms,Derive information from images,Image detection as a service,"CV,product feature",2020,https://medium.com/bumble-tech/image-detection-as-a-service-9bd463f74f43
Gojek,Delivery and mobility,Generate names for pickup points,How Gojek Uses NLP to Name Pickup Locations at Scale,"NLP,ops",2020,https://www.gojek.io/blog/nlp-cartobert
Mozilla,Tech,Predict the outcome of software tests,Testing Firefox more efficiently with machine learning,ops,2020,https://hacks.mozilla.org/2020/07/testing-firefox-more-efficiently-with-machine-learning/
Adyen,Fintech and banking,Predict probability of transaction success,Optimizing payment conversion rates with contextual multi-armed bandits,ops,2020,https://www.adyen.com/blog/optimizing-payment-conversion-rates-with-contextual-multi-armed-bandits
Wayfair,E-commerce and retail,Detect payment fraud,Explainable Fraud Detection,fraud detection,2020,https://www.aboutwayfair.com/tech-innovation/explainable-fraud-detection
Lyft,Delivery and mobility,Provide location suggestions,How Lyft predicts a rider’s destination for better in-app experience,recommender system,2020,https://eng.lyft.com/how-lyft-predicts-your-destination-with-attention-791146b0a439
Zillow,E-commerce and retail,Generate floor plans from photos,"Zillow Floor Plan: Training Models to Detect Windows, Doors and Openings in Panoramas","CV,product feature",2020,https://www.zillow.com/tech/training-models-to-detect-windows-doors-in-panos/
Linkedin,Social platforms,Serve personalized learning recommendations,"A closer look at the AI behind course recommendations on LinkedIn Learning, Part 2",recommender system,2020,https://engineering.linkedin.com/blog/2020/course-recommendations-ai-part-two
Doordash,Delivery and mobility,Optimize marketing spending,Optimizing DoorDash’s Marketing Spend with Machine Learning,ops,2020,https://doordash.engineering/2020/07/31/optimizing-marketing-spend-with-ml/
Etsy,E-commerce and retail,Personalize e-commerce search,Bringing Personalized Search to Etsy,search,2020,https://www.etsy.com/codeascraft/bringing-personalized-search-to-etsy/
Airbnb,"Travel,E-commerce and retail",Rank travel search results,Improving Deep Learning for Ranking Stays at Airbnb,search,2020,https://medium.com/airbnb-engineering/improving-deep-learning-for-ranking-stays-at-airbnb-959097638bde
Wayfair,E-commerce and retail,Improve search experience for new customers,"Bayesian Product Ranking at Wayfair
",search,2020,https://www.aboutwayfair.com/tech-innovation/bayesian-product-ranking-at-wayfair
Twitter,Social platforms,Predict value of ad requests,Using machine learning to predict the value of ad requests,ad ranking / targeting,2020,https://blog.twitter.com/engineering/en_us/topics/insights/2020/using-machine-learning-to-predict-the-value-of-ad-requests
Zynga,Gaming,Personalize push notification timing,Deep Reinforcement Learning in Production Part 2: Personalizing User Notifications,content personalization,2020,https://towardsdatascience.com/deep-reinforcement-learning-in-production-part-2-personalizing-user-notifications-812a68ce2355
Zillow,E-commerce and retail,Rank homes to buy ,Guided Search — Personalized Search Refinements to Help Customers Find their Dream Home,"search,product feature",2020,https://www.zillow.com/tech/personalized-search-refinements/ 
Picnic,Delivery and mobility,Predict delivery drop times,Optimal drop times using machine learning,ETA prediction,2020,https://blog.picnic.nl/the-trade-off-between-efficiency-and-being-on-time-optimizing-drop-times-using-machine-learning-d3f6fb1b0f31
Shopify,E-commerce and retail,Categorize e-commerce products,Categorizing Products at Scale,item classification,2020,https://shopify.engineering/categorizing-products-at-scale
Gojek,Delivery and mobility,Target cross-sell to existing users ,How We Built a Matchmaking Algorithm to Cross-Sell Products,"recommender system,propensity to buy",2020,https://www.gojek.io/blog/how-we-built-a-matchmaking-algorithm-to-cross-sell-products
PayPal,Fintech and banking,Detect payment fraud ,Multi-Domain Fraud Detection While Reducing Good User Declines,fraud detection,2020,https://medium.com/paypal-tech/multi-domain-fraud-detection-while-reducing-good-user-declines-part-i-e8bba5b07da8
OLX,E-commerce and retail,Detect stolen photos ,Fighting fraud with Triplet Loss,"fraud detection,CV,search",2020,https://tech.olx.com/fighting-fraud-with-triplet-loss-86e5f79c7a3e
Stripe,Fintech and banking,Detect fraud in online payments,Similarity clustering to catch fraud rings,fraud detection,2020,https://stripe.com/blog/similarity-clustering
Doordash,Delivery and mobility,Search for restaurants and dishes,Things Not Strings: Understanding Search Intent with Better Recall,search,2020,https://doordash.engineering/2020/12/15/understanding-search-intent-with-better-recall/
Spotify,Media and streaming,Recommend shortcuts for homepage,Reach for the Top: How Spotify Built Shortcuts in Just Six Months,"recommender system,product feature",2020,https://engineering.atspotify.com/2020/04/reach-for-the-top-how-spotify-built-shortcuts-in-just-six-months/
Wayfair,E-commerce and retail,Recommend complementary products,The Visual Complements Model (ViCs): Complementary Product Recommendations From Visual Cues,"CV,recommender system",2020,https://www.aboutwayfair.com/tech-innovation/the-visual-complements-model-vics-complementary-product-recommendations-from-visual-cues
